time,EOF1,EOF2,EOF3,EOF4,EOF5,EOF6,EOF7,EOF8,EOF9
1980-01-15,-1.2122328929592445,-0.494917719639868,0.9723916475692284,0.28148504720134526,-0.20360802952759877,2.07237772992199,-0.6326927343293323,1.4738717975976268,-1.2718450601468005
1980-02-15,-1.213162608018709,-0.7157755998685001,1.2580655050665444,0.741005371010647,0.06892561521897624,2.7316106002449323,-0.18277898183972585,2.6367050542844535,-1.7379249276955757
1980-03-15,-0.8982262951107414,-0.5627285898718396,0.8559153511683921,1.3166067645572912,0.5140874332074591,2.6503138201826415,-0.001962170255173559,1.9046907224644587,-0.07363916487674978
1980-04-15,-1.0373907701287233,-1.0863949988242039,0.48509988276982613,0.3743380232626208,0.952948858620983,1.3206512866797628,-0.34067869061705996,1.9218131458029177,0.5493089817604576
1980-05-15,-1.0109557571968701,-1.1569135210565529,0.0066618011589360355,0.30988432251129916,0.5346752891469571,0.6550725694402117,-0.5081578412626256,1.6778374755662875,-0.2535182194031047
1980-06-15,-0.9077237607384782,-0.7522155039542993,-0.6659982767119255,-0.8032823331381936,1.1774626410908715,1.2539784824785878,-0.12536097378668778,1.1213882687172652,0.1082596001927922
1980-07-15,-0.7479969056485587,-1.0590520473281189,-0.3189563648988439,-0.5154109533612702,1.3749879667532248,1.333528224049773,0.300296110042081,1.2455812921593763,-0.46941580519841686
1980-08-15,-0.5477397920260875,-1.6148478810386335,-0.5753113197775686,-0.00897554837771522,1.3276960141821643,0.8689351475774836,1.0317175167007315,1.3859763094916098,0.5843105324980425
1980-09-15,-0.4886578405175417,-1.2972929186096236,-0.5107781421409976,-0.36333629211445473,1.3940115079522566,0.5888779848521694,1.0394426526552079,1.5634234991651097,-0.1879685502548425
1980-10-15,-0.278453560260815,-1.3145935696021411,-0.10342515381345746,-0.8602830683312369,-0.006914887175341772,0.39245161335155204,1.0711538283011879,1.8648695364636185,-1.214493094096488
1980-11-15,-0.38213953057291394,-0.9171976430663786,-0.14324709504263464,-0.371738591318547,0.05885362153693173,0.5952747691742248,0.6387913088925338,0.5794452375739609,0.26599121207562304
1980-12-15,-0.28422099358634456,-0.8682540563290594,0.3461115219718533,0.5786826108451829,0.14928116501069214,-0.12311780402594387,0.3691008825936537,-0.3274811026954177,2.177586270667134
1981-01-15,-0.04032113068577401,-1.5810082411437032,1.5420866657538241,0.6659466009800058,-0.9090666615179754,-1.02573578381559,0.153412453889795,-0.14969459528427204,0.9132496562230838
1981-02-15,0.042422319147904924,-1.5219845309192606,0.8764782932150157,0.7473178982956181,-2.15934652166728,-0.9533848202627533,0.11850207064654415,0.25339351677683875,0.1499521590896738
1981-03-15,-0.14243778083193598,-1.600154107941419,-0.11405298109720588,0.9058490312600251,-1.5008961951267767,-0.46175531866686664,0.4144317196993283,1.269707450836715,0.8327077326986614
1981-04-15,0.07971739361563199,-1.4285900950951982,-0.35819540693288243,1.5885325524480671,-0.5103408914240112,-0.006647093933078423,0.3524967810843136,1.4757273871835224,0.3752443980915731
1981-05-15,0.027416714196543058,-1.3992590450366442,-0.09305337172191201,2.2600004453853666,-0.009132212154107904,0.2590490507405485,0.24400047854139092,1.4989090991906295,0.31371122770937926
1981-06-15,0.06827420246349543,-1.4983407073204953,0.13201423499273457,2.275800733209392,0.172652463239293,0.36850540194792114,0.5698308281302528,1.4347939232587412,-0.17374228651262255
1981-07-15,0.0870327235335553,-1.505922400039606,-0.6308173951892607,0.8152025545384775,-0.1499609195014505,1.05468682458544,-0.35006287041291145,0.7778113716421245,0.2734000456633332
1981-08-15,-0.18652317288599307,-1.7784959849661983,-0.2787141081418592,0.16452392378738828,0.2429903881968568,1.1373795367885768,-0.5334766987934921,0.8465968557041643,0.8093658537294744
1981-09-15,-0.33675099372623635,-1.320626515852441,0.174117519577058,-0.12042551756561855,0.12980599997398826,0.4564519576402548,-0.27912294752495576,-0.811259042790904,-0.012235520733247175
1981-10-15,-0.39919984090579747,-1.4355105699303048,0.23632406092221575,-0.16681167288327917,0.14186976465270268,-0.2476618280406695,-0.5538902326170599,-0.8840390624751826,0.16310616615091272
1981-11-15,-0.24974704893894425,-1.2255253380177762,0.7210486828964613,-0.19639840966537714,-0.040010736573306456,-0.27205474520334477,-0.3734443242686471,-1.2823908675881168,0.3481390843393114
1981-12-15,-0.26294875963347336,-0.7822029826998965,0.5002394226000217,0.4272135529193672,-0.9094074728314147,-0.034723181524803706,-0.6501705130740413,-0.18259671612893166,-1.1088402063594176
1982-01-15,-0.17198478841235956,-0.5053017379558772,0.6626506323668191,0.34997931810980704,-0.6576714323814499,-0.15609802186895205,-0.454094426803731,0.040870120493673674,-1.5707647707816483
1982-02-15,-0.288083981096753,-0.8679200536051911,0.606818999427684,-0.7366806483815673,-0.497077388472834,-0.36402559795950135,-0.8167397736109584,-0.3775183424961638,-0.9595930360898741
1982-03-15,-0.3545070771954971,-0.7206911577240327,0.6069317870922293,-0.7312511277066689,-0.5034944270135231,0.4201264770750699,-0.8234403786937631,0.28272798931580345,-0.38576525812738544
1982-04-15,-0.7624753194070181,-0.4315464940926775,1.0121789574071391,-1.2714322924293175,-0.04972445067061801,0.6001060906219784,-0.9638802450357858,-0.6156996690387346,-0.684251261766012
1982-05-15,-1.103334833426766,-0.5341697908112394,0.6306748383047514,-1.107317375299798,0.22085512496925383,0.9112059287138262,-1.169832835846542,-0.6585255337904481,0.1937059720072812
1982-06-15,-1.3095797264192357,-0.7762870458753923,0.6198860684043029,-1.4658745511468128,0.7634350249344412,0.7186180347716571,-0.821476592797411,0.5171147253580618,0.003255745235781382
1982-07-15,-1.3374387677520634,-1.3430037704468243,0.48665001034568267,-0.3238567912331293,1.3121548195833743,-0.4048783700508758,0.46848301531043357,0.9218646205588179,-1.195135114328648
1982-08-15,-1.6734322532970667,-1.023350905656608,-0.24200070753392247,-0.4220201373214377,1.746427442335554,-0.7093479669700891,0.7482865692120129,0.48000121946741287,-1.2978728922123048
